,id,created_at,user_screen_name,user_followers_count,user_location,user_verified,user_friends_count,user_listed_count,user_favourites_count,user_statuses_count,user_geo_enabled,Hashtags,text,Bot_or_NoBot,
290,9.89925E+17,27-04-18 17:51,pasoundworks,6,"Prince Albert, Saskatchewan",FALSE,133,0,12,19,FALSE,"[{'indices': [0, 13], 'text': 'Pasoundworks'}, {'indices': [31, 37], 'text': 'Telus'}]","#Pasoundworks is an authorized #Telus Dealer! Right now with Telus, you can trade in select phones and get up to $2…",0,
291,9.89923E+17,27-04-18 17:45,xdteamone2,10,France,FALSE,71,0,476,212,TRUE,[],Iphone8 gold @xdteamone2 @AppleMusic @AppStore,0,
293,9.8992E+17,27-04-18 17:30,iPhone8andx,1903,United States,FALSE,56,5,19,9863,FALSE,"[{'indices': [0, 4], 'text': 'Win'}, {'indices': [18, 26], 'text': 'iPhoneX'}, {'indices': [33, 41], 'text': 'iPhone8'}, {'indices': [99, 108], 'text': 'Giveaway'}, {'indices': [109, 115], 'text': 'Phone'}]",#Win one of these #iPhoneX &amp; #iPhone8 ?? just RETWEET &amp; FOLLOW us COMMENT THE ONE YOU WANT #Giveaway #Phone 2,0,
294,9.89919E+17,27-04-18 17:27,sp_wallpaper,515,Web,FALSE,30,59,0,33132,FALSE,"[{'indices': [77, 85], 'text': 'iphone8'}, {'indices': [86, 96], 'text': 'wallpaper'}]",SmartPhone Wallpaper info:Mont Saint Michel Light Up #iphone8 #wallpaper,0,
295,9.89918E+17,27-04-18 17:22,Casper5Sole,116,Washington DC–Barbados– Sthlm.,FALSE,1039,0,264,741,TRUE,"[{'indices': [10, 18], 'text': 'iPhone8'}, {'indices': [31, 40], 'text': 'Fortnite'}, {'indices': [49, 58], 'text': 'Giveaway'}]","@StreamMe #iPhone8 &amp; 2,800 #Fortnite V-Bucks #Giveaway @PCoriell @PCMasonDoyle @PS4_Trophies @PS4Attitude @firstbloodio @FortFrontier",0,
298,9.89916E+17,27-04-18 17:15,iPhone_wp_sc_en,4116,,FALSE,512,53,0,30617,FALSE,"[{'indices': [51, 59], 'text': 'iphone8'}, {'indices': [60, 70], 'text': 'wallpaper'}]",Mont Saint Michel Light Up #iphone8 #wallpaper,0,
300,9.89913E+17,27-04-18 17:03,Roc091,73,People's Republic of China,FALSE,234,0,1540,82,TRUE,"[{'indices': [58, 78], 'text': 'promotionalproducts'}, {'indices': [79, 85], 'text': 'promo'}, {'indices': [86, 103], 'text': 'wirelesschargers'}]",Ukulele Wireless Charger Contact us: roc@everacepromo.com #promotionalproducts #promo #wirelesschargers…,0,
301,9.89911E+17,27-04-18 16:55,TechGini,8,India,FALSE,16,0,0,30,FALSE,[],"Tech Talks: OnePlus 6 Leaks, iPhone 8 &amp; iPhone 8 Plus Red Color, Xiaomi BlackShark Gaming…",0,
302,9.8991E+17,27-04-18 16:52,Najma_WonderW,2711,Motherland state of Mind,FALSE,770,33,6676,17089,TRUE,"[{'indices': [0, 15], 'text': 'Microsoft950XL'}, {'indices': [44, 52], 'text': 'iPhone8'}]","#Microsoft950XL had face recognition before #iPhone8, imagine it come in 2015. And it still works like a brand new…",0,
304,9.89906E+17,27-04-18 16:35,LifeHacksIRL,5922,,FALSE,6122,22,29,4802,FALSE,"[{'indices': [0, 3], 'text': 'RT'}, {'indices': [88, 95], 'text': 'iPhone'}, {'indices': [96, 107], 'text': 'AppleWatch'}]",#RT @TechInRL: Bestand 3 in 1 AirPods/Apple Watch/iPhone Stand! #iPhone #AppleWatch…,0,
305,9.89905E+17,27-04-18 16:30,iPhone8andx,1903,United States,FALSE,56,5,19,9863,FALSE,"[{'indices': [24, 28], 'text': 'Win'}, {'indices': [42, 50], 'text': 'iPhoneX'}, {'indices': [61, 69], 'text': 'iPhone8'}]",#Win one of these #iPhoneX &amp;amp; #iPhone8 ?? just RETWEET &amp;amp; FOLLOW us COMMENT THE ONE Y…,0,
306,9.89901E+17,27-04-18 16:15,thinkofmi9,1329,delhi ,FALSE,119,3,10804,13615,TRUE,"[{'indices': [21, 29], 'text': 'iphone8'}, {'indices': [74, 88], 'text': 'T20onAirtel4G'}]",RT @SushilKashyap01: #iphone8 is the prize guys! This is my @airtelindia #T20onAirtel4G selfie entry. Go Participate now.,0,
307,9.89899E+17,27-04-18 16:08,BeetelBite,3573,New Delhi,FALSE,1406,20,627,10061,FALSE,"[{'indices': [24, 30], 'text': 'Apple'}, {'indices': [31, 39], 'text': 'iPhone8'}, {'indices': [44, 56], 'text': 'iPhone8Plus'}, {'indices': [67, 71], 'text': 'RED'}]",The wait is over as the #Apple #iPhone8 and #iPhone8Plus (PRODUCT) #RED Editions are now available in India. Here a…,0,
308,9.89898E+17,27-04-18 16:05,SuperDealsite,5562,,FALSE,5336,93,1449,12744,FALSE,"[{'indices': [75, 83], 'text': 'iphone8'}, {'indices': [84, 96], 'text': 'iphone8plus'}, {'indices': [97, 105], 'text': 'iphone7'}, {'indices': [106, 118], 'text': 'iphone7plus'}, {'indices': [119, 129], 'text': 'phonecase'}, {'indices': [130, 136], 'text': 'deals'}]","RT @SleekDeals: iPhone 8 plus Case, iPhone 7 plus Case for $8.24 25% off #iphone8 #iphone8plus #iphone7 #iphone7plus #phonecase #deals #g…",0,
309,9.89897E+17,27-04-18 16:01,iPhone8andx,1903,United States,FALSE,56,5,19,9863,FALSE,"[{'indices': [0, 4], 'text': 'Win'}, {'indices': [18, 26], 'text': 'iPhoneX'}, {'indices': [33, 41], 'text': 'iPhone8'}, {'indices': [99, 108], 'text': 'Giveaway'}, {'indices': [109, 115], 'text': 'Phone'}]",#Win one of these #iPhoneX &amp; #iPhone8 ?? just RETWEET &amp; FOLLOW us COMMENT THE ONE YOU WANT #Giveaway #Phone 47,0,
312,9.89892E+17,27-04-18 15:41,GreatTechUK,282,United Kingdom,FALSE,1301,2,78,3214,FALSE,[],#6: iPhone Charger Rephoenix Lightning Cable 2m 3pack Nylon Braided iPhone Cable for iPhone8/iPhone7/ iPhone 6/ 6 P…,0,
313,9.89891E+17,27-04-18 15:37,TechGuyBert,82,"Toronto, ON",FALSE,266,19,4763,6396,FALSE,"[{'indices': [87, 94], 'text': 'iPhone'}, {'indices': [95, 106], 'text': 'AppleWatch'}, {'indices': [107, 115], 'text': 'AirPods'}, {'indices': [116, 124], 'text': 'iPhoneX'}, {'indices': [125, 133], 'text': 'iPhone8'}]",RT @TechInRL: Bestand 3 in 1 AirPods/Apple Watch/iPhone Stand! #iPhone #AppleWatch #AirPods #iPhoneX #iPhone8 #tech…,0,
315,9.8989E+17,27-04-18 15:30,iPhone8andx,1903,United States,FALSE,56,5,19,9863,FALSE,"[{'indices': [0, 4], 'text': 'Win'}, {'indices': [18, 26], 'text': 'iPhoneX'}, {'indices': [33, 41], 'text': 'iPhone8'}, {'indices': [99, 108], 'text': 'Giveaway'}, {'indices': [109, 115], 'text': 'Phone'}]",#Win one of these #iPhoneX &amp; #iPhone8 ?? just RETWEET &amp; FOLLOW us COMMENT THE ONE YOU WANT #Giveaway #Phone 46,0,
318,9.89886E+17,27-04-18 15:17,dumpletonm,2,,FALSE,0,0,0,136,FALSE,"[{'indices': [41, 45], 'text': 'Win'}, {'indices': [59, 67], 'text': 'iPhoneX'}, {'indices': [78, 86], 'text': 'iPhone8'}]",RT @iPhone8andx: #Win one of these #iPhoneX &amp;amp; #iPhone8 ?? just RETWEET &amp;amp; FOLLOW us COMMENT THE ONE YOU WANT…,0,
319,9.89885E+17,27-04-18 15:13,SushilKashyap01,36968,"New Delhi, India",TRUE,36918,77,6539,15521,TRUE,"[{'indices': [0, 8], 'text': 'iphone8'}, {'indices': [53, 67], 'text': 'T20onAirtel4G'}]",#iphone8 is the prize guys! This is my @airtelindia #T20onAirtel4G selfie entry. Go Participate now.…,0,
321,9.89884E+17,27-04-18 15:10,Shaitaaaaan,6198,Chennai/Tuticorin/Gurgaon,FALSE,608,230,8283,169304,TRUE,"[{'indices': [43, 57], 'text': 'T20onAirtel4G'}, {'indices': [89, 97], 'text': 'iPhone8'}]",Here's my entry for the My @airtelindia 4G #T20onAirtel4G selfie for a chance to win the #iPhone8. You can win one…,0,
322,9.89878E+17,27-04-18 14:43,ZeniaIrani,9531,"Mumbai, India",FALSE,1062,122,5031,46669,TRUE,"[{'indices': [21, 35], 'text': 'T20onAirtel4G'}, {'indices': [76, 84], 'text': 'Iphone8'}]",This is my Airtel 4G #T20onAirtel4G selfie! Share your selfies too guys! An #Iphone8 is up for grabs. @airtelindia…,0,
324,9.89876E+17,27-04-18 14:37,SakshiPost,1563,"Hyderabad, India",FALSE,120,140,82,55928,FALSE,"[{'indices': [64, 75], 'text': 'iPhone8RED'}, {'indices': [76, 84], 'text': 'iPhone8'}, {'indices': [85, 96], 'text': 'appleevent'}]",iPhone 8 Special Edition Price In India #iPhone8RED #iPhone8 #appleevent @Apple @AppleNews,0,
326,9.89874E+17,27-04-18 14:30,iPhone8andx,1903,United States,FALSE,56,5,19,9863,FALSE,"[{'indices': [0, 4], 'text': 'Win'}, {'indices': [18, 26], 'text': 'iPhoneX'}, {'indices': [33, 41], 'text': 'iPhone8'}, {'indices': [99, 108], 'text': 'Giveaway'}, {'indices': [109, 115], 'text': 'Phone'}]",#Win one of these #iPhoneX &amp; #iPhone8 ?? just RETWEET &amp; FOLLOW us COMMENT THE ONE YOU WANT #Giveaway #Phone 44,0,
330,9.89866E+17,27-04-18 13:58,ParthChams,6,"Mumbai, India",FALSE,24,0,627,197,FALSE,"[{'indices': [41, 50], 'text': 'giveaway'}, {'indices': [98, 106], 'text': 'iPhone8'}]",RT @danaindustries: Have you entered our #giveaway yet? One lucky winner will receive a brand new #iPhone8! Visit our profile for the origi…,0,
331,9.89866E+17,27-04-18 13:58,ParthChams,6,"Mumbai, India",FALSE,24,0,627,197,FALSE,"[{'indices': [50, 59], 'text': 'giveaway'}, {'indices': [83, 91], 'text': 'iPhone8'}, {'indices': [106, 113], 'text': 'winner'}]",RT @danaindustries: Did you remember to enter our #giveaway? 🤔 There's a brand new #iPhone8 in it for the #winner! Follow us and RT the ori…,0,
332,9.89866E+17,27-04-18 13:58,ParthChams,6,"Mumbai, India",FALSE,24,0,627,197,FALSE,"[{'indices': [86, 94], 'text': 'iPhone8'}, {'indices': [95, 104], 'text': 'giveaway'}]","RT @danaindustries: ⭐️There's only two weeks left until we announce the winner of our #iPhone8 #giveaway! If you haven't already, follow us…",0,
333,9.89866E+17,27-04-18 13:57,ParthChams,6,"Mumbai, India",FALSE,24,0,627,197,FALSE,"[{'indices': [41, 50], 'text': 'giveaway'}]","RT @danaindustries: Have you entered our #giveaway yet? If not, head on over to our profile and retweet the original tweet for your chance…",0,
335,9.89866E+17,27-04-18 13:55,Kuldeep88315888,1,"इंदौर, भारत",FALSE,149,0,16,5,FALSE,"[{'indices': [21, 34], 'text': 'T20onArtel4G'}, {'indices': [74, 82], 'text': 'iphone8'}]",This is my airtel 4G #T20onArtel4G selfie! Get checking guys. you can win #iphone8 every day. @airtelindia…,0,
340,9.8986E+17,27-04-18 13:34,Kakelstore,3940,,FALSE,4971,167,12415,5204,FALSE,"[{'indices': [7, 12], 'text': 'case'}, {'indices': [19, 28], 'text': 'casetify'}, {'indices': [37, 47], 'text': 'butterfly'}, {'indices': [48, 60], 'text': 'butterflies'}, {'indices': [61, 67], 'text': 'moths'}, {'indices': [68, 83], 'text': 'casetifyartist'}, {'indices': [84, 91], 'text': 'iphone'}, {'indices': [92, 99], 'text': 'summer'}, {'indices': [100, 106], 'text': 'trend'}, {'indices': [107, 115], 'text': 'iPhone8'}]",Pretty #case in my #casetify shop!!! #butterfly #butterflies #moths #casetifyartist #iphone #summer #trend #iPhone8…,0,
346,9.8985E+17,27-04-18 12:54,Ajithspeaks,5962,Mumbai and Bengaluru,FALSE,603,73,286,21112,FALSE,"[{'indices': [15, 23], 'text': 'iphone8'}, {'indices': [86, 100], 'text': 'T20onAirtel4G'}]",Want to win an #iphone8 @thesassychatter @dipika_kanungo Start sharing your Airtel 4G #T20onAirtel4G selfie…,0,
347,9.89848E+17,27-04-18 12:44,bestproductsell,3376,Worldwide,FALSE,4554,51,263,50690,FALSE,"[{'indices': [0, 8], 'text': 'iPhone8'}, {'indices': [14, 22], 'text': 'iPhone7'}]","#iPhone8 Case,#iPhone7 case, Yoyamo Crystal Clear Case Cover Shock Absorption Case with Soft TPU Gel Bumper for iPh…",0,
348,9.89847E+17,27-04-18 12:40,GarthHolman,1839,Northeast Ohio,FALSE,632,150,1138,9653,TRUE,[],@goswivl any ideas? Will not connect with iPad (just updated software on it) and iphone8 @JCLenk,0,
349,9.89845E+17,27-04-18 12:35,LifeHacksIRL,5922,,FALSE,6122,22,29,4802,FALSE,"[{'indices': [0, 3], 'text': 'RT'}]","#RT @TechInRL: Product Red iPhone 8, 8 Plus, The Product Red Leather Folio Case for iPhone X &amp; More!…",0,
350,9.89844E+17,27-04-18 12:28,Softpedia,23326,,TRUE,167,1548,33,75331,FALSE,"[{'indices': [111, 118], 'text': 'iPhone'}, {'indices': [119, 127], 'text': 'iPhone8'}, {'indices': [128, 134], 'text': 'Apple'}]",RT @bgdftw: My iPhone 8 Just Failed a Durability Test and All I Think Of Is Bendgate 2 #iPhone #iPhone8 #Apple #ben…,0,
353,9.89841E+17,27-04-18 12:18,sp_wallpaper,515,Web,FALSE,30,59,0,33132,FALSE,"[{'indices': [78, 86], 'text': 'iphone8'}, {'indices': [87, 97], 'text': 'wallpaper'}]",SmartPhone Wallpaper info:Landscape colorful contrail #iphone8 #wallpaper,0,
354,9.8984E+17,27-04-18 12:13,junecottage55,953,"Ontario, Canada",FALSE,3332,87,21742,49350,TRUE,"[{'indices': [124, 139], 'text': 'UnlimitedPlans'}]","RT @ConnexionsTel: Come check out the @LansdownePlace Peterborough on April 28th, this Saturday 1 pm to 5 pm for some great #UnlimitedPlans…",0,
355,9.8984E+17,27-04-18 12:12,iPhone_wp_sc_en,4116,,FALSE,512,53,0,30617,FALSE,"[{'indices': [52, 60], 'text': 'iphone8'}, {'indices': [61, 71], 'text': 'wallpaper'}]",Landscape colorful contrail #iphone8 #wallpaper,0,
357,9.89838E+17,27-04-18 12:05,AlizwaKlaas,29,,FALSE,268,0,114,247,FALSE,[],@Free_iphone8 Gold,0,
359,9.89838E+17,27-04-18 12:05,gizbot,22701,,TRUE,729,408,407,67107,TRUE,"[{'indices': [54, 62], 'text': 'iPhone8'}, {'indices': [64, 76], 'text': 'iPhone8Plus'}, {'indices': [81, 89], 'text': 'iPhoneX'}]","Belkin has unveiled its new wireless charging pad for #iPhone8, #iPhone8Plus and #iPhoneX. @belkin",0,
360,9.89837E+17,27-04-18 12:01,_ShubhamGaur,8356,दिल्ली।,FALSE,219,56,7149,35187,TRUE,"[{'indices': [21, 35], 'text': 'T20onAirtel4G'}, {'indices': [78, 86], 'text': 'iPhone8'}]",This is my Airtel 4G #T20onAirtel4G selfie! Get clicking guys. You can win an #iPhone8 every day. @airtelindia…,0,
361,9.89835E+17,27-04-18 11:52,navneet_mundhra,22395,India,TRUE,575,119,8580,83446,FALSE,[],This is my selfie for @airtelindia's 4G T20 cricket season.. You guys can also share your selfies and stand a chanc…,0,
362,9.89833E+17,27-04-18 11:46,TechGuyBert,82,"Toronto, ON",FALSE,266,19,4763,6396,FALSE,"[{'indices': [128, 135], 'text': 'iPhone'}]","RT @TechInRL: Product Red iPhone 8, 8 Plus, The Product Red Leather Folio Case for iPhone X &amp; More! #iPhone #iPhone…",0,
363,9.89831E+17,27-04-18 11:37,pidls,3275,"Technopark, Trivandrum",FALSE,542,2,355,1435,FALSE,[],"iPhone 8, iPhone 8 Plus (PRODUCT) RED versions launched in India: Pre-orders live now",0,
364,9.89829E+17,27-04-18 11:31,gizbot,22701,,TRUE,729,408,407,67107,TRUE,"[{'indices': [23, 31], 'text': 'iPhone8'}, {'indices': [36, 48], 'text': 'iPhone8plus'}]",Apple has launched its #iPhone8 and #iPhone8plus models in Red edition in India on April 27. @Apple,0,
366,9.89826E+17,27-04-18 11:16,thesebrandssuck,905,United States,FALSE,120,2,21546,36718,FALSE,[],RT @theRealMDover: @pandoramusic @Toyota I called the helpline # that @ToyotaCustCare tweeted me 👎LOOKS LIKE I HAVE TO CANCEL MY PANDORA PR…,0,
367,9.89826E+17,27-04-18 11:16,applenewsbot,336,"Melbourne, Victoria",FALSE,50,10,2,21460,FALSE,"[{'indices': [20, 26], 'text': 'Apple'}, {'indices': [36, 40], 'text': 'iOS'}, {'indices': [102, 110], 'text': 'iPhone8'}]",RT @Francois_Lopez: #Apple released #iOS 11.3.1 for users with touchscreen problem who repaired their #iPhone8 with an unofficial display.…,0,
369,9.89824E+17,27-04-18 11:09,HotsalesFree,6204,United States,FALSE,309,0,170,796,FALSE,[],"RT @HotsalesFree: Wireless Charger,Yootech Wireless Charging Pad for iPhone X, iPhone 8/ 8 Plus Save 10% on your order. Use coupon code: Wa…",0,
370,9.89823E+17,27-04-18 11:04,fuckmeuk21,70,,FALSE,279,0,150,301,FALSE,[],"Puridea Portable Charger 10000mAh Power Bank, Bi-color Li-polymer External Battery for iPhone8 Samsung HTC LG Black…",0,
371,9.89822E+17,27-04-18 11:00,TechInRL,1351,Canada,FALSE,1444,1,4,1865,FALSE,[],"Product Red iPhone 8, 8 Plus, The Product Red Leather Folio Case for iPhone X &amp; More!",0,
372,9.89819E+17,27-04-18 10:49,temikahansen12,0,,FALSE,0,0,0,29,FALSE,"[{'indices': [52, 66], 'text': 'T20onAirtel4G'}, {'indices': [83, 91], 'text': 'iphone8'}]","RT @shivangisinha: My selfie with @airtelindia 4G 😍 #T20onAirtel4G. Hope to win an #iphone8. Participate now, click this link:",0,
375,9.89817E+17,27-04-18 10:44,vvek_parmar,6191,India,FALSE,143,82,930,20862,TRUE,"[{'indices': [29, 43], 'text': 'T20onAirtel4G'}, {'indices': [73, 81], 'text': 'iPhone8'}]",Guys just participate in the #T20onAirtel4G contest and you could win an #iPhone8. Sounds interesting? So for what…,0,
376,9.89816E+17,27-04-18 10:39,autoworldmag,795,"Bangalore, India",FALSE,1574,174,83618,70318,FALSE,"[{'indices': [15, 23], 'text': 'iPhone8'}, {'indices': [28, 40], 'text': 'iPhone8Plus'}]","RT @Smartprix: #iPhone8 and #iPhone8Plus (Product) Red Special Edition Listed On Flipkart: Price, Specifications and Offers",0,
377,9.89815E+17,27-04-18 10:35,_S2_3,381,🍞Lv.3,FALSE,138,30,50443,85040,FALSE,[],iPhone8 RED 💋🌹🍓🍒🍎❤️,0,
378,9.89814E+17,27-04-18 10:31,iPhone8andx,1903,United States,FALSE,56,5,19,9863,FALSE,"[{'indices': [0, 4], 'text': 'Win'}, {'indices': [18, 26], 'text': 'iPhoneX'}, {'indices': [37, 45], 'text': 'iPhone8'}, {'indices': [107, 116], 'text': 'Giveaway'}, {'indices': [117, 123], 'text': 'Phone'}]",#Win one of these #iPhoneX &amp;amp; #iPhone8 ?? just RETWEET &amp;amp; FOLLOW us COMMENT THE ONE YOU WANT #Giveaway #Phone,0,
380,9.89813E+17,27-04-18 10:27,HotUSDailyDeals,1147,United States,FALSE,3128,9,4,7945,FALSE,"[{'indices': [59, 67], 'text': 'iphone8'}, {'indices': [68, 80], 'text': 'iphone8plus'}, {'indices': [81, 89], 'text': 'iphone7'}, {'indices': [90, 102], 'text': 'iphone7plus'}, {'indices': [103, 113], 'text': 'phonecase'}]","iPhone 8 plus Case, iPhone 7 plus Case for $8.24 25% off #iphone8 #iphone8plus #iphone7 #iphone7plus #phonecase…",0,
381,9.89812E+17,27-04-18 10:22,WinAtLifeOnline,33,Great Britain / Worldwide!,FALSE,40,2,0,307,FALSE,"[{'indices': [21, 27], 'text': 'Apple'}, {'indices': [31, 39], 'text': 'Samsung'}, {'indices': [40, 44], 'text': 'iOS'}, {'indices': [48, 56], 'text': 'Android'}, {'indices': [57, 86], 'text': 'APictureSpeaksAThousandWords'}]",RT @WinAtLifeOnline: #Apple vs #Samsung #iOS vs #Android #APictureSpeaksAThousandWords what do you guys think of this? Are you apple or Sam…,0,
383,9.89811E+17,27-04-18 10:20,eversobling,709,,FALSE,1358,4,0,6024,FALSE,"[{'indices': [64, 72], 'text': 'iPhone8'}, {'indices': [73, 81], 'text': 'iPhoneX'}, {'indices': [82, 93], 'text': 'BlingBling'}]",Luster Bling Swarovski Crystal iPhone 8 and iPhone 8 Plus Case #iPhone8 #iPhoneX #BlingBling Click here -&gt;…,0,
384,9.89811E+17,27-04-18 10:19,yannareyes_,2355,TeamDANI | JMNS,FALSE,1005,9,76831,107594,TRUE,[],RT @TeamAMDG: iPhone8 for the champs. Congratulations Blue Eaglets!,0,
386,9.8981E+17,27-04-18 10:15,mid_day,623242,"Mumbai, India",TRUE,57,1109,539,86746,TRUE,"[{'indices': [16, 24], 'text': 'IPhone8'}, {'indices': [26, 38], 'text': 'IPhone8Plus'}, {'indices': [65, 71], 'text': 'India'}, {'indices': [73, 84], 'text': 'MiddayNews'}, {'indices': [85, 94], 'text': 'TechNews'}, {'indices': [95, 109], 'text': 'IphoneInIndia'}]","Special Edition #IPhone8, #IPhone8Plus Available For Purchase In #India #MiddayNews #TechNews #IphoneInIndia",0,
387,9.89809E+17,27-04-18 10:10,shahdevang45,2056,"Ahmedabad,Gujarat,India",FALSE,4884,30,97310,26373,TRUE,"[{'indices': [106, 114], 'text': 'iPhone8'}]","RT @indiatvnews: iPhone 8 (64GB) will cost Rs 67,940 while 128GB variant will be available for Rs 81,500. #iPhone8",0,
388,9.89807E+17,27-04-18 10:03,indiatvnews,555143,India,TRUE,21,968,1,372653,FALSE,"[{'indices': [89, 97], 'text': 'iPhone8'}]","iPhone 8 (64GB) will cost Rs 67,940 while 128GB variant will be available for Rs 81,500. #iPhone8",0,
389,9.89807E+17,27-04-18 10:01,firstpost,1955939,"Mumbai, India",TRUE,1005,3872,310,475723,TRUE,"[{'indices': [126, 134], 'text': 'iPhone8'}]","RT @tech2eets: (PRODUCT) RED, an advocacy group combating HIV/AIDS in Africa, has partnered up with Apple for the Product Red #iPhone8 and…",0,
392,9.89794E+17,27-04-18 9:11,voltacharger,1150,Australia,FALSE,744,26,14453,934,FALSE,"[{'indices': [96, 104], 'text': 'android'}, {'indices': [105, 109], 'text': 'ios'}]","Never worry about running out of battery again. 🔋, VOLTA Magnetic Charger has got you covered. #android #ios…",0,
393,9.89792E+17,27-04-18 9:01,iPhone8andx,1903,United States,FALSE,56,5,19,9863,FALSE,"[{'indices': [0, 4], 'text': 'Win'}, {'indices': [18, 26], 'text': 'iPhoneX'}, {'indices': [33, 41], 'text': 'iPhone8'}, {'indices': [99, 108], 'text': 'Giveaway'}, {'indices': [109, 115], 'text': 'Phone'}]",#Win one of these #iPhoneX &amp; #iPhone8 ?? just RETWEET &amp; FOLLOW us COMMENT THE ONE YOU WANT #Giveaway #Phone 33,0,
395,9.89791E+17,27-04-18 9:00,vishwagujarat,5183,"Ahmedabad , Gujarat, India",FALSE,95,276,42,44117,FALSE,"[{'indices': [0, 14], 'text': 'Specification'}, {'indices': [16, 25], 'text': 'Features'}, {'indices': [29, 37], 'text': 'Special'}, {'indices': [38, 46], 'text': 'Edition'}, {'indices': [47, 55], 'text': 'iPhone8'}, {'indices': [57, 69], 'text': 'iPhone8Plus'}, {'indices': [83, 89], 'text': 'India'}]","#Specification, #Features Of #Special #Edition #iPhone8, #iPhone8Plus Available In #India Read More :…",0,
397,9.8979E+17,27-04-18 8:53,HTTech,513,"New Delhi, India",FALSE,112,13,73,1385,FALSE,"[{'indices': [8, 16], 'text': 'iPhone8'}, {'indices': [17, 29], 'text': 'iPhone8Plus'}]",".@Apple #iPhone8 #iPhone8Plus (PRODUCT)RED editions launched in India, prices start at Rs 67,940 via @htTweets…",0,
398,9.89789E+17,27-04-18 8:51,lovmecase,7,,FALSE,8,1,4,268,FALSE,"[{'indices': [73, 81], 'text': 'iphone8'}, {'indices': [82, 90], 'text': 'iphone7'}, {'indices': [91, 103], 'text': 'iphone7plus'}]",Left or right? Comment down below Follow @lovmecase to see more . . . . #iphone8 #iphone7 #iphone7plus…,0,
399,9.89788E+17,27-04-18 8:48,Newskart,226,"New Delhi, India",FALSE,301,171,24,2037,FALSE,[],"iPhone 8, iPhone 8 Plus (PRODUCT) RED Versions Launched In India, Pre-orders Starts-https://t.co/VwFr4yg0o6…",0,
401,9.89786E+17,27-04-18 8:38,GarimaBhaskar,171,"Noida, India",FALSE,232,3,1440,407,TRUE,"[{'indices': [0, 8], 'text': 'iPhone8'}, {'indices': [13, 25], 'text': 'iPhone8Plus'}, {'indices': [94, 99], 'text': 'tech'}, {'indices': [100, 112], 'text': 'techblogger'}]",#iPhone8 and #iPhone8Plus (PRODUCT) Red Editions are Red for a CAUSE #tech #techblogger…,0,
404,9.89782E+17,27-04-18 8:24,NickBarkenhagen,6,,FALSE,57,0,7,1141,FALSE,"[{'indices': [131, 137], 'text': 'Apple'}]","RT @DigiSlice: Authorities in the US are using a device called GrayKey to unlock iPhones, reportedly even works on iPhones running #Apple’s…",0,
405,9.89782E+17,27-04-18 8:24,Smartprix,2732,,FALSE,289,45,124,5393,FALSE,"[{'indices': [0, 8], 'text': 'iPhone8'}, {'indices': [13, 25], 'text': 'iPhone8Plus'}]","#iPhone8 and #iPhone8Plus (Product) Red Special Edition Listed On Flipkart: Price, Specifications and Offers…",0,
406,9.89782E+17,27-04-18 8:21,JamiLut03151508,0,,FALSE,0,0,69,72,FALSE,[],RT @wryaxoshnaw2000: Hhhhhhhhh iphone8,0,
408,9.89781E+17,27-04-18 8:18,ImPeramPK,199,Anantapur,FALSE,194,1,19342,6569,FALSE,"[{'indices': [31, 39], 'text': 'iPhone8'}]",RT @expresstechie: The new Red #iPhone8 is now available in India,0,
409,9.8978E+17,27-04-18 8:16,TechSoleBlog,60,"Hyderabad, India",FALSE,25,2,18,614,FALSE,"[{'indices': [60, 66], 'text': 'Apple'}, {'indices': [67, 77], 'text': 'iPhoneSE2'}, {'indices': [78, 86], 'text': 'IphoneX'}, {'indices': [87, 96], 'text': 'iPhoneSE'}, {'indices': [97, 105], 'text': 'iPhone8'}]",Watch: Iphone SE 2 Hands on Video Shows a Headphone Jack... #Apple #iPhoneSE2 #IphoneX #iPhoneSE #iPhone8,0,
410,9.8978E+17,27-04-18 8:14,liveatpcdotcom,11910,"ÜT: 3.072292,101.547064",FALSE,70,115,5,12891,FALSE,"[{'indices': [66, 71], 'text': 'Digi'}, {'indices': [72, 79], 'text': 'Celcom'}, {'indices': [80, 86], 'text': 'Apple'}, {'indices': [87, 95], 'text': 'iPhone8'}]",Both iPhone 8 and 8 Plus Red edition are available from preorder. #Digi #Celcom #Apple #iPhone8,0,
411,9.89779E+17,27-04-18 8:12,JackTorcello1,217,London UK,FALSE,616,16,40,2073,FALSE,[],RT @CaseSwaggerUS: Winter may be over but the Winter Waves design doesn't have to be. * Be sure to signup at for e…,0,
412,9.89779E+17,27-04-18 8:09,OfficialGadget2,104,"Mumbai, India",FALSE,3,2,16,5011,FALSE,"[{'indices': [16, 24], 'text': 'iPhone8'}, {'indices': [26, 34], 'text': 'iPhone8'}, {'indices': [47, 53], 'text': 'India'}, {'indices': [80, 91], 'text': 'Technology'}, {'indices': [93, 99], 'text': 'Apple'}]","Special edition #iPhone8, #iPhone8 Plus now in #India #Technology #Apple @Apple",0,
413,9.89778E+17,27-04-18 8:07,expresstechie,33572,"New Delhi, Delhi",TRUE,139,398,2,27346,FALSE,"[{'indices': [12, 20], 'text': 'iPhone8'}]",The new Red #iPhone8 is now available in India,0,
